Taxpayer Number,Taxpayer Name,Taxpayer Address,Taxpayer City,Taxpayer State,Taxpayer Zip,Taxpayer County,Location Number,Location Name,Location Address,Location City,Location State,Location Zip,Location County,Inside/Outside City Limits,TABC Permit Number,Responsibility Begin Date,Responsibility End Date,Obligation End Date,Liquor Receipts,Wine Receipts,Beer Receipts,Cover Charge Receipts,Total Receipts
17430246946,"TEXAS ZEBO, L.L.C.",218 W 4TH ST,AUSTIN,TX,78701,227,5,HALCYON STELLA PUBLIC HOUSE,1905 ALDRICH ST,AUSTIN,TX,78723,227,Y,MB968763,01/11/2017,,03/31/2019,17493,11315,13232,0,42040
17427823848,"SALC, INC.",755 CROSSOVER LN,MEMPHIS,TN,38117,0,15,SALC. INC.(HILTON HOTEL),500 E 4TH ST,AUSTIN,TX,78701,227,Y,MB268435,12/12/2003,,03/31/2019,177825,76969,85177,31483,371454
32047707289,"SYNERGY RESTUARANT MANAGEMENT - CANNON, L.L.C.",13355 NOEL RD STE 1645,DALLAS,TX,75240,57,1,APPLEBEE'S 8001,6315 S INTERSTATE 35,AUSTIN,TX,78744,227,Y,MB814403,07/24/2012,,03/31/2019,24280,617,17150,0,42047
32051830654,"BLU TEQUILA, LLC",4211 S LAMAR BLVD STE A2,AUSTIN,TX,78704,227,1,AZUL TEQUILA,3815 DRY CREEK DR,AUSTIN,TX,78731,227,Y,MB862957,02/03/2014,,03/31/2019,35458,2116,4145,0,41719
10438196155,"VINO VINO WINE CAFE', LTD.",4119 GUADALUPE ST,AUSTIN,TX,78751,227,1,VINO VINO,4119 GUADALUPE ST,AUSTIN,TX,78751,227,Y,MB767692,02/11/2011,,03/31/2019,11455,36649,760,0,48864
17427050780,WLS BEVERAGE COMPANY,701 E 83RD AVE STE 17,MERRILLVILLE,IN,46410,0,30,WLS BEVERAGE COMPANY,11301 DOMAIN DR,AUSTIN,TX,78758,227,Y,MB741110,01/27/2010,,03/31/2019,42733,27989,15544,0,86266
12623964777,"TEXICAN CAFE - BRODIE OAKS, INC.",11940 MANCHACA RD STE 107,AUSTIN,TX,78748,227,1,TEXICAN CAFE,4141 S CAPITAL OF TEXAS HWY,AUSTIN,TX,78704,227,Y,MB704983,10/01/2008,,03/31/2019,30429,652,6608,0,37689
32061758721,"VALENTINE WEISS WHISKEY, INCORPORATED",4502 VELASCO PL,AUSTIN,TX,78749,227,1,WEISS WHISKEY,16221 CRYSTAL HILLS DR BLDG D,AUSTIN,TX,78737,105,N,D 982216,05/12/2017,,03/31/2019,7893,0,0,0,7893
17427050780,WLS BEVERAGE COMPANY,701 E 83RD AVE STE 17,MERRILLVILLE,IN,46410,0,43,WLS BEVERAGE COMPANY,109 E 7TH ST,AUSTIN,TX,78701,227,Y,MB956147,08/30/2016,,03/31/2019,276046,68788,76389,0,421223
17422324180,"HYDE PARK BAR & GRILL, INC.",4208 SHOALWOOD AVE,AUSTIN,TX,78756,227,1,HYDE PARK BAR & GRILL,4206 DUVAL ST,AUSTIN,TX,78751,227,Y,MB177474,12/01/1993,,03/31/2019,15994,14050,6530,0,36574
32048436128,"GTOPM, LLC",4700 SUNRIDGE CT,AUSTIN,TX,78741,227,2,CASINO'S SOUTH SIDE,1502 W BEN WHITE BLVD,AUSTIN,TX,78704,227,Y,MB826759,12/12/2012,,03/31/2019,37976,458,32381,0,70815
32042173537,MTA ENTERTAINMENT INC.,10401 ANDERSON MILL RD STE 121,AUSTIN,TX,78750,227,1,STARLAND LIVE,10401 ANDERSON MILL RD STE 121,AUSTIN,TX,78750,227,Y,MB758455,09/29/2010,,03/31/2019,26665,195,22196,0,49056
32064705257,"KRG JCS, LLC",1000 JACKS RUN RD,N VERSAILLES,PA,15137,0,1,JOE'S CRAB SHACK,600 E RIVERSIDE DR,AUSTIN,TX,78704,227,Y,MB1001248,12/01/2017,,03/31/2019,0,0,0,0,0
17527424109,"MAIN EVENT ENTERTAINMENT, INC.",5445 LEGACY DR STE 400,PLANO,TX,75024,43,7,MAIN EVENT,13301 N HIGHWAY 183 STE A,AUSTIN,TX,78750,246,Y,MB578670,12/09/2016,,03/31/2019,43545,2398,35782,0,81725
19006455778,"LA CRUDA PRODUCTIONS, INC.",5300 MARSH CREEK DR,AUSTIN,TX,78759,227,1,VIOLET CROWN SOCIAL CLUB,1111 E 6TH ST,AUSTIN,TX,78702,227,Y,MB769319,03/03/2011,,03/31/2019,31406,241,26141,0,57788
32046505155,"2012 JEFFREY'S, LLC",1204A W LYNN ST,AUSTIN,TX,78703,227,1,JEFFREY'S RESTAURANT & BAR/JOSEPHINE HOUSE,1202 W LYNN ST,AUSTIN,TX,78703,227,Y,MB803986,04/16/2012,,03/31/2019,79707,232610,4337,0,316654
32048840873,"ISGEN, INC.",8704 VANTAGE POINT DR,AUSTIN,TX,78737,227,2,CUBA512,906 CONGRESS AVE,AUSTIN,TX,78701,227,Y,MB1047356,03/14/2019,,03/31/2019,0,0,0,0,0
32046562602,"606LORO, LLC",701 S LAMAR BLVD STE C,AUSTIN,TX,78704,227,1,LORO,2115 S LAMAR BLVD,AUSTIN,TX,78704,227,Y,MB1000964,11/29/2017,,03/31/2019,112277,40863,66212,0,219352
32062953438,"COTTAGE & CO, LLC",9312 PIONEER FOREST DR,AUSTIN,TX,78744,227,1,AUGUSTE & MARCEL,1716 S CONGRESS AVE,AUSTIN,TX,78704,227,Y,MB986011,06/20/2017,,03/31/2019,0,0,0,0,0
32044957002,"MOVIEHOUSE BEVERAGE, LLC",8300 N FM 620 RD BLDG K,AUSTIN,TX,78726,227,1,MOVIEHOUSE & EATERY,8300 N FM 620 RD BLDG B,AUSTIN,TX,78726,227,Y,MB818860,09/06/2012,,03/31/2019,40569,35921,31060,0,107550
17429444858,"CHIPOTLE TEXAS, L.L.C.",8800 LYRA DR STE 150,COLUMBUS,OH,43240,0,73,CHIPOTLE MEXICAN GRILL,10515 N MO PAC EXPY,AUSTIN,TX,78759,227,Y,MB648946,01/12/2007,,03/31/2019,0,0,283,0,283
32047306751,FORMULA EXPO INC.,5501A BALCONES DR # 230,AUSTIN,TX,78731,227,2,MOONFIRE LOUNGE,310 COLORADO ST STE B,AUSTIN,TX,78701,227,Y,MB937379,03/09/2016,,03/31/2019,32462,5091,3321,0,40874
12007099810,LONGHORN VILLAGE,12501 LONGHORN PKWY,AUSTIN,TX,78732,227,1,LONGHORN VILLAGE,12501 LONGHORN PKWY,AUSTIN,TX,78732,227,N,MB724881,06/23/2009,,03/31/2019,3323,9311,193,0,12827
32043906349,"HILLSIDE FARMACY, INC",3504 GOODWIN AVE,AUSTIN,TX,78702,227,1,HILLSIDE FARMACY,1209 E 11TH ST,AUSTIN,TX,78702,227,Y,MB799504,03/02/2012,,03/31/2019,28126,16566,6633,0,51325
32042291453,"BGDG ENTERPRISES, LLC",3409 CLARKSBURG DR,AUSTIN,TX,78745,227,2,BARLEY SWINE,6555 BURNET RD STE 400,AUSTIN,TX,78757,227,Y,MB924682,10/23/2015,,03/31/2019,30688,46698,6938,0,84324
32057545108,"AIN'T MY GINGER, LLC",121 E 5TH ST,AUSTIN,TX,78701,227,1,RED HEADED STEPCHILD,119 E 5TH ST,AUSTIN,TX,78701,227,Y,MB927848,11/24/2015,,03/31/2019,72718,954,3379,0,77051
11615633655,BRAZOS CONCESSIONS CO/SALT LICK JOINT VENTURE,250 DELAWARE AVE,BUFFALO,NY,14202,0,3,BRAZOS CONCESSIONS CO/SALT LICK JOINT VENTURE,3600 PRESIDENTIAL BLVD STE 4,AUSTIN,TX,78719,227,Y,MB451333,05/18/1999,,03/31/2019,738,0,0,0,738
32038920883,"112 ACADEMY BEVERAGES, LLC",1402 E CESAR CHAVEZ ST STE 100,AUSTIN,TX,78702,227,1,HOTEL SAINT CECILIA,112 ACADEMY DR,AUSTIN,TX,78704,227,Y,MB717409,03/18/2009,,03/31/2019,30345,27050,1521,0,58916
32038931187,ABI FOOD SERVICES LLC,3600 PRESIDENTIAL BLVD STE 3369,AUSTIN,TX,78719,227,7,HUT'S HAMBURGERS,3600 PRESIDENTIAL BLVD STE 3705,AUSTIN,TX,78719,227,Y,MB1010775,03/26/2018,,03/31/2019,0,3297,6394,0,9691
32039550184,CLIVE BAR AUSTIN LLC,10400 MANCHACA RD,AUSTIN,TX,78748,227,1,CLIVE BAR,609 DAVIS ST,AUSTIN,TX,78701,227,Y,MB732892,09/29/2009,,03/31/2019,151882,7509,56231,0,215622
17412500674,WESTWOOD COUNTRY CLUB OF AUSTIN,3808 W 35TH ST,AUSTIN,TX,78703,227,1,WESTWOOD COUNTRY CLUB OF AUSTIN,3808 W 35TH ST,AUSTIN,TX,78703,227,Y,MB077915,12/01/1993,,03/31/2019,5926,14982,2169,0,23077
32054904290,"LSB2 DOMAIN, LTD.",801 SPRINGDALE RD,AUSTIN,TX,78702,227,1,LAVACA STREET BAR DOMAIN,11420A ROCK ROSE AVE STE 100,AUSTIN,TX,78758,227,Y,MB929530,12/14/2015,,03/31/2019,105664,4426,80552,0,190642
12620056957,HUBBELL & HUDSON MANAGEMENT LLC,27640 COMMERCE OAKS DR,OAK RIDGE N,TX,77385,170,23,BLACK WALNUT CAFE,11101 BURNET RD,AUSTIN,TX,78758,227,Y,MB705637,07/02/2015,,03/31/2019,8842,1970,2010,0,12822
15218379848,"HOSPITALITY INTERNATIONAL, INC.",PO BOX 699 ATT: MBS/DAVID WATSON,LOUISVILLE,TN,37777,0,42,HOSPITALITY INTERNATIONAL INC,9721 ARBORETUM BLVD,AUSTIN,TX,78759,227,Y,MB469380,04/04/2000,,03/31/2019,106793,40119,39737,0,186649
14119571074,"BLAZIN WINGS, INC.",5500 WAYZATA BLVD STE 1600,MINNEAPOLIS,MN,55416,0,69,BUFFALO WILD WINGS GRILL & BAR,7604 N INTERSTATE 35,AUSTIN,TX,78752,227,Y,MB926721,11/12/2015,,03/31/2019,7413,500,18821,0,26734
17425520941,"BARTLETT INVESTMENTS, INC.",PO BOX 660041,AUSTIN,TX,78766,227,1,BARTLETT'S,2408 W ANDERSON LN,AUSTIN,TX,78757,227,Y,MB470408,04/14/2000,,03/31/2019,56377,80746,9828,0,146951
17413136338,"FAMILY SPORTS, INC.",5700 GROVER AVE,AUSTIN,TX,78756,227,2,HIGHLAND LANES,8909 BURNET RD,AUSTIN,TX,78757,227,Y,MB093627,12/01/1993,,03/31/2019,14936,1030,33694,0,49660
32009154678,JAMES J SAMON JR,2420 S 1ST ST,AUSTIN,TX,78704,227,2,G & S LOUNGE,2420 S 1ST ST,AUSTIN,TX,78704,227,Y,MB472588,05/23/2000,,03/31/2019,2773,120,9000,0,11893
13646007040,BOTTICELLI BELLA AMORE LLC,1321 S CONGRESS AVE,AUSTIN,TX,78704,227,1,BOTTICELLI'S SOUTH CONGRESS,1321 S CONGRESS AVE,AUSTIN,TX,78704,227,Y,MB672831,10/01/2007,,03/31/2019,18404,43619,8343,0,70366
10205499709,"PHILLMARC ROOD, LLC",PO BOX 5810,AUSTIN,TX,78763,227,1,THE CEDAR DOOR/LA VOLPE,201 BRAZOS ST,AUSTIN,TX,78701,227,Y,MB520638,08/21/2002,,03/31/2019,77305,38196,37982,0,153483
32043103475,"ELIZABETH STREET CAFE, LLC",509 W ELIZABETH ST,AUSTIN,TX,78704,227,1,ELIZABETH STREET CAFE,1501 S 1ST ST,AUSTIN,TX,78704,227,Y,MB989482,07/26/2017,,03/31/2019,35090,24113,8034,0,67237
13920517664,"FRC DOMAIN BEVERAGES, LLC",4455 E CAMELBACK RD STE B100,PHOENIX,AZ,85018,0,4,NORTH,500 W 2ND ST STE 120,AUSTIN,TX,78701,227,Y,MB992409,08/25/2017,,03/31/2019,54796,122128,15535,0,192459
32065172507,1417 SS1 BEVERAGES LLC,500 W MARTIN LUTHER KING JR BLVD STE C,AUSTIN,TX,78701,227,1,SWAY,1417 S 1ST ST,AUSTIN,TX,78704,227,Y,MB1005488,01/25/2018,,03/31/2019,34414,35416,9076,0,78906
32041239982,RAINEY STREET BEVERAGES LLC,1103 NUECES ST,AUSTIN,TX,78701,227,1,ICENHAUER'S,83 RAINEY ST,AUSTIN,TX,78701,227,Y,MB750777,06/21/2010,,03/31/2019,355702,66374,100800,0,522876
32063859402,"LA BABY BAR, LLC",PO BOX 180426,AUSTIN,TX,78718,227,1,LA BABY BAR,1611 DUNGAN LN,AUSTIN,TX,78754,227,Y,MB1016993,06/01/2018,,03/31/2019,1529,0,7079,0,8608
17425949496,SC BEVERAGE COMPANY,4001 MAPLE AVE STE 500 ATTN: W YEUNG,DALLAS,TX,75219,57,4,SC BEVERAGE COMPANY,4140 GOVERNORS ROW,AUSTIN,TX,78744,227,Y,MB225254,12/01/1993,,03/31/2019,28473,11004,10148,0,49625
32043033698,"VIA 313, LLC",6720 ROTAN DR,AUSTIN,TX,78749,227,4,VIA 313 PIZZA,1802 E 6TH ST,AUSTIN,TX,78702,227,Y,MB1008186,02/22/2018,,03/31/2019,26446,8905,39020,0,74371
13311787223,"HYDE AND CANCHOLA ENTERPRISES, INC.",5300 MARSH CREEK DR,AUSTIN,TX,78759,227,1,BENDER BAR AND GRILL,321 W BEN WHITE BLVD,AUSTIN,TX,78704,227,Y,MB677833,11/29/2007,,03/31/2019,67524,376,51184,0,119084
17420888228,"KERBEY LANE CAFE, INC.",2111 DICKSON DR STE A,AUSTIN,TX,78704,227,7,"KERBEY LANE CAFE, INC.",4301 W WILLIAM CANNON DR BLDG F,AUSTIN,TX,78749,227,Y,MB1015261,05/14/2018,,03/31/2019,9531,3170,3388,0,16089
12012310558,"REGENCY BEVERAGE COMPANY, LLC",830 CITY AVE,MOORE,OK,73160,0,1,REGENCY BEVERAGE COMPANY,208 BARTON SPRINGS RD,AUSTIN,TX,78704,227,Y,MB223690,12/01/1993,,03/31/2019,179244,71301,62236,30706,343487
32039395531,"CORNER WEST, LLC",715 W 6TH ST,AUSTIN,TX,78701,227,1,THE DOGWOOD,715 W 6TH ST,AUSTIN,TX,78701,227,Y,MB750447,06/15/2010,,03/31/2019,216102,11154,78911,0,306167
32048423274,"RIO EQUITY, LLC",401 CONGRESS AVE FL 33,AUSTIN,TX,78701,227,1,RIO,601 RIO GRANDE ST STE 200,AUSTIN,TX,78701,227,Y,MB839871,05/08/2013,,03/31/2019,250059,28713,37090,0,315862
32033248629,"SUCCESS FOODS MANAGEMENT GROUP, LLC",4501 SPRINGDALE RD ATTN: DANNY RUSSO,AUSTIN,TX,78723,227,36,TORCY'S TACOS,1801 E 51ST ST,AUSTIN,TX,78723,227,Y,MB876490,06/27/2014,,03/31/2019,40075,2335,13074,0,55484
32042691546,"THE GRACKLE ATX, LLC",1307 CRESTWOOD RD,AUSTIN,TX,78722,227,1,THE GRACKLE,1700 E 6TH ST,AUSTIN,TX,78702,227,Y,MB763682,12/15/2010,,03/31/2019,60573,426,43138,0,104137
17425252974,"TEXICAN CAFE, INC.",11940 MANCHACA RD STE 107,AUSTIN,TX,78748,227,1,JUANA MARIA'S TEXICAN CAFE,11940 MANCHACA RD STE 107,AUSTIN,TX,78748,227,N,MB242362,12/01/1993,,03/31/2019,44739,1393,9638,0,55770
32044650706,"THE LEAGUE CONCEPTS, LLC",1310 RANCH ROAD 620 S STE C1-C3,LAKEWAY,TX,78734,227,3,THE LEAGUE,166 HARGRAVES DR STE B300,AUSTIN,TX,78737,105,Y,RM1009375,03/09/2018,,03/31/2019,23058,19989,16160,0,59207
32060792085,"BREWER'S TABLE - EAST AUSTIN BEVERAGE, LLC",4715 E 5TH ST,AUSTIN,TX,78702,227,1,BREWER'S TABLE,4715 E 5TH ST,AUSTIN,TX,78702,227,Y,MB993177,09/06/2017,,03/31/2019,28062,20227,29125,0,77414
32021346252,"THE COUNTER CAFE, INC.",626 N LAMAR BLVD,AUSTIN,TX,78703,227,2,THE COUNTER CAFE,1914 E 6TH ST,AUSTIN,TX,78702,227,Y,MB1039108,12/06/2018,,03/31/2019,2437,4128,570,0,7135
32049969689,"EMOS CONCESSION COMPANY, LLC",801 SPRINGDALE RD,AUSTIN,TX,78702,227,1,EMOS EAST,2015 E RIVERSIDE DR STE 10,AUSTIN,TX,78741,227,Y,MB837307,04/11/2013,,03/31/2019,78964,3885,81905,0,164754
17419588342,"ESTHER'S FOLLIES, INC.",525 E 6TH ST,AUSTIN,TX,78701,227,3,ESTHER'S FOLLIES/VELVEETA ROOM,525 E 6TH ST,AUSTIN,TX,78701,227,Y,MB221294,12/01/1993,,03/31/2019,45484,4345,24488,0,74317
32057710496,"NAPA FLATS AUSTIN BEVERAGES, LLC",3501 MYTH LN,COLLEGE STA,TX,77845,21,1,NAPA FLATS,8300 N FM 620 RD STE M100,AUSTIN,TX,78726,227,Y,MB927590,11/20/2015,,03/31/2019,12001,22074,6050,0,40125
32042636202,"OLSCRHTI BEV DOS, LLC",6010 W SPRING CREEK PKWY,PLANO,TX,75024,43,2,OJOS LOCOS SPORTS CANTINA,7522 N INTERSTATE 35 STE B,AUSTIN,TX,78752,227,Y,MB856313,01/01/2013,,03/31/2019,102697,249,230509,0,333455
32053889286,ESK DOMAIN LLC,7601 N LAMAR BLVD STE E,AUSTIN,TX,78752,227,1,THAI-KUN,11601 ROCK ROSE AVE X5.100,AUSTIN,TX,78758,227,Y,MB1014404,05/04/2018,,03/31/2019,9547,3091,5433,0,18071
32058457600,"LITTLE WOODROW'S HOLDINGS-LW2, LLC",3711 BRIARPARK DR STE 300,HOUSTON,TX,77042,101,2,LITTLE WOODROW'S,520 W 6TH ST,AUSTIN,TX,78701,227,Y,MB739105,08/01/2016,,03/31/2019,98856,2082,128331,0,229269
32050281636,"TRUE FOOD BEVERAGES, LLC",4455 E CAMELBACK RD STE A115,PHOENIX,AZ,85018,0,3,TRUE FOOD KITCHEN,222 WEST AVE STE HR100,AUSTIN,TX,78701,227,Y,MB918799,08/28/2015,,03/31/2019,51313,54492,9586,0,115391
32056635983,"THE CARPENTER HOTEL, LLC",400 JOSEPHINE ST,AUSTIN,TX,78704,227,1,THE CARPENTER HOTEL,400 JOSEPHINE ST,AUSTIN,TX,78704,227,Y,MB1007508,02/13/2018,,03/31/2019,62355,51500,9158,0,123013
32059810518,FILM SOCIETY OF AUSTIN THEATER LLC,1901 E 51ST ST,AUSTIN,TX,78723,227,2,AFS CINEMA,6406 N INTERSTATE 35 STE 3100,AUSTIN,TX,78752,227,Y,MB960445,10/10/2016,,03/31/2019,6717,2670,9534,0,18921
32035504235,"SIX COLORADO VENTURE, LTD.",319 COLORADO ST,AUSTIN,TX,78701,227,2,DRIFTWOOD DOWNTOWN,319 COLORADO ST,AUSTIN,TX,78701,227,Y,MB770079,01/15/2014,,03/31/2019,38967,7949,4635,0,51551
11615633655,BRAZOS CONCESSIONS CO/SALT LICK JOINT VENTURE,250 DELAWARE AVE,BUFFALO,NY,14202,0,2,BRAZOS CONCESSIONS CO/SALT LICK JOINT VENTURE,3600 PRESIDENTIAL BLVD STE 3,AUSTIN,TX,78719,227,Y,MB451203,05/18/1999,,03/31/2019,109941,61699,171785,0,343425
32053692037,"9201 VENTURES, LLC",9201 HIGHWAY 290 W STE 3,AUSTIN,TX,78736,227,1,THE RUSTY MULE,9201 HIGHWAY 290 W STE 3,AUSTIN,TX,78736,227,N,MB897769,02/09/2015,,03/31/2019,0,0,0,0,0
32033405310,"AUSTIN JAVA HOLDINGS, LLC",3799 E HIGHWAY 290,DRIPPING SPGS,TX,78620,105,9,AUSTIN JAVA MANCHACA,5404 MANCHACA RD,AUSTIN,TX,78745,227,Y,MB1040914,12/21/2018,,03/31/2019,9072,882,3725,0,13679
32021479194,"SING-SINGH, LLC",1601 GUADALUPE ST,AUSTIN,TX,78701,227,1,CLAY PIT CONTEMPORARY INDIAN RESTAURANT,1601 GUADALUPE ST,AUSTIN,TX,78701,227,Y,MB674174,10/15/2007,,03/31/2019,11966,16836,6446,0,35248
32054951762,"BTSBG DS, LLC",165 HARGRAVES DR STE P100,AUSTIN,TX,78737,105,2,BACKSPIN TEXAS SPORTS BAR AND GRILL,165 HARGRAVES DR STE P100,AUSTIN,TX,78737,105,Y,MB1011549,04/04/2018,,03/31/2019,31526,7967,30237,0,69730
32058389241,"FE ROUND ROCK - FE, LLC",3711 BRIARPARK DR STE 300,HOUSTON,TX,77042,101,1,FAST EDDIE'S NEIGHBORHOOD BILLIARDS & SALOON,100 PARKER DR,AUSTIN,TX,78728,227,Y,MB482509,12/01/2015,,03/31/2019,88182,416,66354,0,154952
17405751177,AUSTIN COUNTRY CLUB,4408 LONG CHAMP DR,AUSTIN,TX,78746,227,2,AUSTIN COUNTRY CLUB,4408 LONG CHAMP DR,AUSTIN,TX,78746,227,Y,MB918834,08/29/2015,,03/31/2019,181661,50381,38043,0,270085
32056127189,"SAGE CLIENT 264, LLC",1575 WELTON ST STE 300,DENVER,CO,80202,0,1,DOUBLETREE AUSTIN,6505 N INTERSTATE 35,AUSTIN,TX,78752,227,Y,MB911994,06/24/2015,,03/31/2019,27562,15977,20534,0,64073
32047707347,"SYNERGY RESTAURANT MANAGEMENT - HOUSTON, L.L.C.",13355 NOEL RD STE 1645,DALLAS,TX,75240,57,19,APPLEBEE'S #8009 (ST. JOHNS/AUSTIN I-35),7522 N INTERSTATE 35,AUSTIN,TX,78752,227,Y,MB815083,07/30/2012,,03/31/2019,19245,641,8719,0,28605
32055230158,QUEEN BEE RESTOS LLC,704 W SAINT JOHNS AVE,AUSTIN,TX,78752,227,2,ROYAL JELLY,704 W SAINT JOHNS AVE,AUSTIN,TX,78752,227,Y,MB936808,03/04/2016,,03/31/2019,7999,850,5419,0,14268
32057869391,"ALAMO MUELLER, LLC",612A E 6TH ST,AUSTIN,TX,78701,227,1,ALAMO DRAFTHOUSE CINEMA,1911 ALDRICH ST STE 120,AUSTIN,TX,78723,227,Y,MB967179,12/19/2016,,03/31/2019,59798,20481,56787,0,137066
17522066145,CLICKS NO. 12 LIMITED,3100 MONTICELLO AVE STE 350,DALLAS,TX,75205,57,1,CLICKS,2121 E OLTORF ST # 12,AUSTIN,TX,78741,227,Y,MB198612,12/01/1993,,03/31/2019,31485,153,45424,0,77062
32061918077,BITTER BARREL LP,7008 RYAN DR,AUSTIN,TX,78757,227,1,THE BACK LOT,606 MAIDEN LN,AUSTIN,TX,78705,227,Y,MB999727,11/08/2017,,03/31/2019,30547,333,27413,0,58293
10304978173,"MISH MASH, INC.",8120 RESEARCH BLVD STE 100,AUSTIN,TX,78758,227,1,CAPITOL CITY COMEDY CLUB,8120 RESEARCH BLVD STE 100,AUSTIN,TX,78758,227,Y,MB531168,02/24/2003,,03/31/2019,47752,8299,25849,0,81900
32038931187,ABI FOOD SERVICES LLC,3600 PRESIDENTIAL BLVD STE 3369,AUSTIN,TX,78719,227,6,DEPARTURE LOUNGE,3600 PRESIDENTIAL BLVD STE 3369,AUSTIN,TX,78719,227,Y,MB984529,06/06/2017,,03/31/2019,72182,26792,58630,0,157604
32056226635,"ANTONE'S NIGHTCLUB, LLC",710 COLORADO ST APT 9B,AUSTIN,TX,78701,227,1,ANTONE'S,305 E 5TH ST,AUSTIN,TX,78701,227,Y,MB918801,08/28/2015,,03/31/2019,97537,6167,53306,0,157010
32054555050,"THE AUSTIN WHEEL, LP",801 SPRINGDALE RD,AUSTIN,TX,78702,227,1,THE WHEEL,1902B E MARTIN LUTHER KING JR BLVD,AUSTIN,TX,78702,227,Y,MB896020,01/23/2015,,03/31/2019,52585,1606,29345,0,83536
32055896347,"LW RIDGE, LLC",3711 BRIARPARK DR STE 300,HOUSTON,TX,77042,101,1,LITTLE WOODROW'S,12601 TECH RIDGE BLVD STE 700,AUSTIN,TX,78753,227,Y,MB925266,10/29/2015,,03/31/2019,62335,1035,86296,0,149666
17605858533,"AUSTIN TRULUCKS, LTD.",9601 KATY FWY STE 210,HOUSTON,TX,77024,101,1,TRULUCK'S SEAFOOD STEAK AND CRAB HOUSE,400 COLORADO ST,AUSTIN,TX,78701,227,Y,MB469640,05/15/2000,,03/31/2019,80031,140164,6267,0,226462
32037999797,EAST SIDE SHOWROOM INC.,3504 GOODWIN AVE,AUSTIN,TX,78702,227,1,AH SING DEN,1100 E 6TH ST,AUSTIN,TX,78702,227,Y,MB721034,05/05/2009,,03/31/2019,72373,10616,6585,0,89574
32031650255,"BLUE RIBBON BARBECUE, INC.",401 CONGRESS AVE STE B,AUSTIN,TX,78701,227,2,BLUE RIBBON BARBECUE,401 CONGRESS AVE STE 100-C,AUSTIN,TX,78701,227,Y,MB832700,02/25/2013,,03/31/2019,0,0,0,0,0
32056498663,LUCY'S LT LLC,2608 DEERFOOT TRL,AUSTIN,TX,78704,227,1,LUCY'S FRIED CHICKEN,2900 RANCH ROAD 620 N,AUSTIN,TX,78734,227,N,MB922235,10/01/2015,,03/31/2019,28515,5979,22083,0,56577
17425996604,"FLAMINGO CANTINA, INC.",13909 LAKE VIEW DR,AUSTIN,TX,78732,227,2,FLAMINGO CANTINA INC,515 E 6TH ST,AUSTIN,TX,78701,227,Y,MB447833,03/12/1999,,03/31/2019,27146,246,25406,0,52798
17429444858,"CHIPOTLE TEXAS, L.L.C.",8800 LYRA DR STE 150,COLUMBUS,OH,43240,0,42,"CHIPOTLE MEXICAN GRILL;CHIPOTLE, BURRITTOS,& TACOS",801 CONGRESS AVE,AUSTIN,TX,78701,227,Y,MB452970,07/20/2004,,03/31/2019,0,0,778,0,778
32058434427,"SNOOZETOWN, LLC",3001 BRIGHTON BLVD STE 303,DENVER,CO,80216,0,11,SNOOZE,1109 E 5TH ST STE 380,AUSTIN,TX,78702,227,Y,MB1021839,07/05/2018,,03/31/2019,0,0,0,0,0
13714470963,"CHICAGO PIZZA HOSPITALITY HOLDING, INC.",7755 CENTER AVE STE 300,HUNTINGTN BCH,CA,92647,0,24,BJ'S RESTAURANT & BREWHOUSE,10515 N MO PAC EXPY STE Q,AUSTIN,TX,78759,227,Y,MB765969,01/21/2011,,03/31/2019,24307,8450,30231,0,62988
32054845147,LUSTRE PEARL EAST LLC,10400 MANCHACA RD,AUSTIN,TX,78748,227,1,LUSTRE PEARL EAST,114 LINDEN ST,AUSTIN,TX,78702,227,Y,MB911636,06/18/2015,,03/31/2019,58997,6153,54262,0,119412
17417918889,"THE COMMON INTEREST, INC.",8440 BURNET RD STE 148,AUSTIN,TX,78757,227,2,COMMON INTEREST PIANO BAR,8440 BURNET RD STE 148,AUSTIN,TX,78757,227,Y,MB083621,11/30/1993,,03/31/2019,60265,1192,31150,0,92607
32057877303,FLYING HOUSES LLC,2307 E 13TH ST,AUSTIN,TX,78702,227,1,BARRACUDA CLUB,611 E 7TH ST,AUSTIN,TX,78701,227,Y,MB927535,11/21/2015,,03/31/2019,61472,0,58219,0,119691
32058993125,JRG HOSPITALITY LLC,3304 E 5TH ST STE A,AUSTIN,TX,78702,227,1,GRIZZELDA'S RESTAURANT,105 TILLERY ST,AUSTIN,TX,78702,227,Y,MB946172,06/03/2016,,03/31/2019,54335,5854,2301,0,62490
17430075469,"CIRKIEL CATERING, INC.",1901 E PALM VALLEY BLVD,ROUND ROCK,TX,78664,246,2,PARKSIDE,301 E 6TH ST,AUSTIN,TX,78701,227,Y,MB498586,11/26/2007,,03/31/2019,73454,46477,7359,0,127290
12057184488,"CHUY'S OPCO, INC.",1623 TOOMEY RD,AUSTIN,TX,78704,227,2,CHUY'S N LAMAR,10520 N LAMAR BLVD,AUSTIN,TX,78753,227,Y,MB655930,02/04/2014,,03/31/2019,82405,1165,12026,0,95596
32061960426,TRAMPSPORTS LLC,8565 RESEARCH BLVD,AUSTIN,TX,78758,227,1,MISTER TRAMPS SPORTS BAR,8565 RESEARCH BLVD,AUSTIN,TX,78758,227,Y,MB976472,03/21/2017,,03/31/2019,24446,759,33559,0,58764
